frame,probability,key,xmin,ymin,xmax,ymax
002circle_2p5_1,50.0,defect,208,496,384,592
002circle_2p5_1,50.0,defect,0,432,304,592
002circle_2p5_1,50.0,defect,176,368,384,592
002circle_2p5_1,50.0,defect,224,0,384,288
002circle_2p5_1,50.0,defect,0,0,160,272
002circle_2p5_1,50.0,defect,80,0,384,256
002circle_2p5_1,50.0,defect,224,224,384,528
002circle_2p5_1,50.0,defect,48,208,352,512
002circle_2p5_1,50.0,defect,0,256,128,544
002circle_2p5_1,50.0,defect,0,240,256,544
002circle_2p5_1,50.0,defect,0,0,80,192
002circle_2p5_1,50.0,defect,0,0,32,32
002circle_2p5_1,50.0,defect,288,0,384,192
002circle_2p5_1,50.0,defect,336,0,384,80
002circle_2p5_1,50.0,defect,368,0,384,48
002circle_2p5_1,50.0,defect,336,0,384,32
002circle_2p5_1,50.0,defect,0,128,128,416
002circle_2p5_1,50.0,defect,0,0,192,128
002circle_2p5_1,50.0,defect,32,48,336,352
002circle_2p5_1,50.0,defect,16,0,64,48
002circle_2p5_1,50.0,defect,352,272,384,336
002circle_2p5_1,50.0,defect,160,0,256,32
002circle_2p5_1,50.0,defect,0,432,48,480
002circle_2p5_1,50.0,defect,0,32,32,128
002circle_2p5_1,50.0,defect,0,448,32,512
002circle_2p5_1,50.0,defect,0,496,48,544
002circle_2p5_1,50.0,defect,0,176,32,240
002circle_2p5_1,50.0,defect,32,0,96,32
002circle_2p5_1,50.0,defect,176,0,304,64
002circle_2p5_1,50.0,defect,192,0,240,48
002circle_2p5_1,50.0,defect,0,464,32,560
002circle_2p5_1,50.0,defect,288,256,384,352
002circle_2p5_1,50.0,defect,240,0,304,32
002circle_2p5_1,50.0,defect,336,208,384,384
002circle_2p5_1,50.0,defect,0,416,48,592
002circle_2p5_1,50.0,defect,0,320,48,368
002circle_2p5_1,50.0,defect,368,256,384,352
002circle_2p5_1,50.0,defect,0,288,32,384
002circle_2p5_1,50.0,defect,208,144,384,320
002circle_2p5_1,50.0,defect,64,112,160,288
002circle_2p5_1,50.0,defect,0,352,48,528
002circle_2p5_1,50.0,defect,16,160,192,256
002circle_2p5_1,50.0,defect,0,64,48,112
002circle_2p5_1,50.0,defect,0,400,32,496
002circle_2p5_1,50.0,defect,80,176,144,240
002circle_2p5_1,50.0,defect,0,400,80,496
002circle_2p5_1,50.0,defect,0,288,64,416
002circle_2p5_1,50.0,defect,0,512,48,560
002circle_2p5_1,50.0,defect,0,64,80,160
002circle_2p5_1,50.0,defect,0,288,176,384
002circle_2p5_1,50.0,defect,64,64,240,432
002circle_2p5_1,50.0,defect,48,352,224,592
002circle_2p5_1,50.0,defect,0,48,48,96
002circle_2p5_1,50.0,defect,96,304,384,480
002circle_2p5_1,50.0,defect,0,0,48,160
002circle_2p5_1,50.0,defect,240,0,336,80
002circle_2p5_1,50.0,defect,0,144,64,272
002circle_2p5_1,50.0,defect,0,0,80,32
002circle_2p5_1,50.0,defect,0,16,48,64
002circle_2p5_1,50.0,defect,0,0,32,80
002circle_2p5_1,50.0,defect,128,0,224,32
002circle_2p5_1,50.0,defect,32,0,128,80
002circle_2p5_1,50.0,defect,352,0,384,48
002circle_2p5_1,50.0,defect,0,304,48,352
002circle_2p5_1,50.0,defect,128,304,304,592
002circle_2p5_1,50.0,defect,0,432,80,528
002circle_2p5_1,50.0,defect,0,160,288,336
002circle_2p5_1,50.0,defect,160,0,208,48
002circle_2p5_1,50.0,defect,176,0,224,48
002circle_2p5_1,50.0,defect,0,32,80,128
002circle_2p5_1,50.0,defect,160,0,256,80
002circle_2p5_1,50.0,defect,0,464,80,560
002circle_2p5_1,50.0,defect,0,496,192,592
002circle_2p5_1,50.0,defect,0,480,48,528
002circle_2p5_1,50.0,defect,64,0,112,48
002circle_2p5_1,50.0,defect,0,0,128,48
002circle_2p5_1,50.0,defect,112,0,288,48
003circle_2p5_0,50.0,defect,0,112,80,208
003circle_2p5_0,50.0,defect,128,0,384,80
003circle_2p5_0,50.0,defect,0,320,192,496
003circle_2p5_0,50.0,defect,0,0,96,64
003circle_2p5_0,50.0,defect,80,0,256,48
003circle_2p5_0,50.0,defect,96,0,192,80
003circle_2p5_0,50.0,defect,0,48,80,416
003circle_2p5_0,50.0,defect,16,0,64,48
003circle_2p5_0,50.0,defect,144,0,272,64
003circle_2p5_0,50.0,defect,112,0,176,32
003circle_2p5_0,50.0,defect,0,560,48,592
003circle_2p5_0,50.0,defect,208,496,384,592
003circle_2p5_0,50.0,defect,0,112,192,288
003circle_2p5_0,50.0,defect,80,0,256,192
003circle_2p5_0,50.0,defect,336,0,384,80
003circle_2p5_0,50.0,defect,368,0,384,48
003circle_2p5_0,50.0,defect,336,0,384,32
003circle_2p5_0,50.0,defect,288,0,384,48
003circle_2p5_0,50.0,defect,0,0,48,48
003circle_2p5_0,50.0,defect,144,0,320,192
003circle_2p5_0,50.0,defect,16,0,192,192
003circle_2p5_0,50.0,defect,0,336,80,592
003circle_2p5_0,50.0,defect,0,384,192,560
003circle_2p5_0,50.0,defect,288,80,384,448
003circle_2p5_0,50.0,defect,0,480,80,576
003circle_2p5_0,50.0,defect,144,0,192,48
003circle_2p5_0,50.0,defect,272,0,368,80
003circle_2p5_0,50.0,defect,160,0,224,32
003circle_2p5_0,50.0,defect,208,192,384,368
003circle_2p5_0,50.0,defect,192,0,240,48
003circle_2p5_0,50.0,defect,16,0,192,48
003circle_2p5_0,50.0,defect,304,0,352,48
003circle_2p5_0,50.0,defect,0,432,48,480
003circle_2p5_0,50.0,defect,0,352,48,528
003circle_2p5_0,50.0,defect,32,0,80,48
003circle_2p5_0,50.0,defect,0,480,32,576
003circle_2p5_0,50.0,defect,288,336,384,592
003circle_2p5_0,50.0,defect,0,0,80,32
003circle_2p5_0,50.0,defect,0,432,48,592
003circle_2p5_0,50.0,defect,128,0,224,80
003circle_2p5_0,50.0,defect,0,176,192,352
003circle_2p5_0,50.0,defect,0,512,48,560
003circle_2p5_0,50.0,defect,0,496,48,544
003circle_2p5_0,50.0,defect,0,352,304,592
003circle_2p5_0,50.0,defect,144,384,384,592
003circle_2p5_0,50.0,defect,224,0,384,208
003circle_2p5_0,50.0,defect,48,96,352,400
003circle_2p5_0,50.0,defect,48,0,352,224
003circle_2p5_0,50.0,defect,0,224,128,512
003circle_2p5_0,50.0,defect,144,192,384,496
003circle_2p5_0,50.0,defect,0,224,272,528
003circle_2p5_0,50.0,defect,0,448,144,592
003circle_2p5_0,50.0,defect,0,0,80,192
003circle_2p5_0,50.0,defect,0,0,32,32
003circle_2p5_0,50.0,defect,0,528,64,592
003circle_2p5_0,50.0,defect,0,576,48,592
003circle_2p5_0,50.0,defect,0,544,32,592
003circle_2p5_0,50.0,defect,144,16,384,320
003circle_2p5_0,50.0,defect,0,32,224,336
003circle_2p5_0,50.0,defect,208,0,256,48
003circle_2p5_0,50.0,defect,0,448,80,544
003circle_2p5_0,50.0,defect,0,32,48,208
003circle_2p5_0,50.0,defect,0,64,32,160
003circle_2p5_0,50.0,defect,0,240,48,288
003circle_2p5_0,50.0,defect,0,192,48,240
003circle_2p5_0,50.0,defect,0,192,64,320
003circle_2p5_0,50.0,defect,336,560,384,592
003circle_2p5_0,50.0,defect,368,544,384,592
003circle_2p5_0,50.0,defect,224,0,288,32
003circle_2p5_0,50.0,defect,0,128,64,256
003circle_2p5_0,50.0,defect,336,144,384,320
003circle_2p5_0,50.0,defect,368,192,384,288
003circle_2p5_0,50.0,defect,256,0,320,32
003circle_2p5_0,50.0,defect,0,400,32,464
003circle_2p5_0,50.0,defect,0,176,32,272
003circle_2p5_0,50.0,defect,112,208,288,576
003circle_2p5_0,50.0,defect,0,352,80,448
003circle_2p5_0,50.0,defect,0,224,48,272
003circle_2p5_0,50.0,defect,0,464,48,512
003circle_2p5_0,50.0,defect,320,512,384,592
003circle_2p5_0,50.0,defect,208,80,384,256
003circle_2p5_0,50.0,defect,0,176,48,224
003circle_2p5_0,50.0,defect,352,208,384,272
003circle_2p5_0,50.0,defect,64,288,384,464
003circle_2p5_0,50.0,defect,288,208,384,304
003circle_2p5_0,50.0,defect,0,96,48,144
003circle_2p5_0,50.0,defect,0,112,48,160
003circle_2p5_0,50.0,defect,48,112,224,480
003circle_2p5_0,50.0,defect,368,240,384,336
003circle_2p5_0,50.0,defect,0,144,304,320
003circle_2p5_0,50.0,defect,0,208,32,304
003circle_2p5_0,50.0,defect,0,80,48,128
003circle_2p5_0,50.0,defect,96,0,144,48
003circle_2p5_0,50.0,defect,0,480,48,528
003circle_2p5_0,50.0,defect,48,0,144,32
003circle_2p5_0,50.0,defect,64,0,112,48
003circle_2p5_0,50.0,defect,224,0,352,64
003circle_2p5_0,50.0,defect,0,240,192,416
003circle_2p5_0,50.0,defect,288,0,336,48
003circle_2p5_0,50.0,defect,272,0,368,32
003circle_2p5_0,50.0,defect,48,0,96,48
003circle_2p5_0,50.0,defect,64,0,160,80
003circle_2p5_0,50.0,defect,0,384,80,480
003circle_2p5_0,50.0,defect,80,0,128,48
003circle_2p5_0,50.0,defect,0,448,32,544
003circle_2p5_0,50.0,defect,208,256,384,432
003circle_2p5_0,50.0,defect,0,48,80,144
003circle_2p5_0,50.0,defect,0,0,64,96
003circle_2p5_0,50.0,defect,352,0,384,48
003circle_2p5_0,50.0,defect,112,416,288,592
003circle_2p5_0,50.0,defect,0,208,48,256
003circle_2p5_0,50.0,defect,0,416,80,512
003circle_2p5_0,50.0,defect,0,80,80,176
003circle_2p5_0,50.0,defect,0,0,32,80
003circle_2p5_0,50.0,defect,0,80,368,256
003circle_2p5_0,50.0,defect,0,176,80,272
003circle_2p5_0,50.0,defect,0,448,48,496
003circle_2p5_0,50.0,defect,16,496,384,592
003circle_2p5_0,50.0,defect,192,0,288,80
003circle_2p5_0,50.0,defect,0,16,48,64
003circle_2p5_1,50.0,defect,256,0,320,32
003circle_2p5_1,50.0,defect,336,576,384,592
003circle_2p5_1,50.0,defect,208,304,384,480
003circle_2p5_1,50.0,defect,128,0,304,48
003circle_2p5_1,50.0,defect,288,544,384,592
003circle_2p5_1,50.0,defect,288,144,384,512
003circle_2p5_1,50.0,defect,0,0,96,64
003circle_2p5_1,50.0,defect,0,0,80,288
003circle_2p5_1,50.0,defect,208,224,384,400
003circle_2p5_1,50.0,defect,0,208,80,304
003circle_2p5_1,50.0,defect,64,0,240,48
003circle_2p5_1,50.0,defect,352,0,384,48
003circle_2p5_1,50.0,defect,144,0,208,32
003circle_2p5_1,50.0,defect,0,304,192,480
003circle_2p5_1,50.0,defect,16,0,64,48
003circle_2p5_1,50.0,defect,128,0,224,80
003circle_2p5_1,50.0,defect,352,560,384,592
003circle_2p5_1,50.0,defect,128,496,384,592
003circle_2p5_1,50.0,defect,208,368,384,544
003circle_2p5_1,50.0,defect,0,208,192,384
003circle_2p5_1,50.0,defect,0,80,80,448
003circle_2p5_1,50.0,defect,0,0,368,80
003circle_2p5_1,50.0,defect,0,352,80,592
003circle_2p5_1,50.0,defect,32,0,208,192
003circle_2p5_1,50.0,defect,0,0,48,48
003circle_2p5_1,50.0,defect,32,416,208,592
003circle_2p5_1,50.0,defect,160,0,336,192
003circle_2p5_1,50.0,defect,336,496,384,592
003circle_2p5_1,50.0,defect,0,496,320,592
003circle_2p5_1,50.0,defect,368,544,384,592
003circle_2p5_1,50.0,defect,192,0,256,32
003circle_2p5_1,50.0,defect,176,0,272,80
003circle_2p5_1,50.0,defect,0,464,64,592
003circle_2p5_1,50.0,defect,0,272,64,400
003circle_2p5_1,50.0,defect,0,240,80,336
003circle_2p5_1,50.0,defect,0,320,48,368
003circle_2p5_1,50.0,defect,336,352,384,528
003circle_2p5_1,50.0,defect,128,0,176,48
003circle_2p5_1,50.0,defect,368,384,384,480
003circle_2p5_1,50.0,defect,272,496,368,592
003circle_2p5_1,50.0,defect,176,0,224,48
003circle_2p5_1,50.0,defect,0,480,32,576
003circle_2p5_1,50.0,defect,288,384,384,480
003circle_2p5_1,50.0,defect,0,128,192,304
003circle_2p5_1,50.0,defect,0,208,32,304
003circle_2p5_1,50.0,defect,0,160,48,336
003circle_2p5_1,50.0,defect,0,240,48,288
003circle_2p5_1,50.0,defect,0,256,48,304
003circle_2p5_1,50.0,defect,0,288,32,384
003circle_2p5_1,50.0,defect,0,0,80,32
003circle_2p5_1,50.0,defect,96,0,192,80
003circle_2p5_1,50.0,defect,288,416,384,592
003circle_2p5_1,50.0,defect,16,384,320,592
003circle_2p5_1,50.0,defect,208,0,384,256
003circle_2p5_1,50.0,defect,0,0,272,272
003circle_2p5_1,50.0,defect,0,208,272,512
003circle_2p5_1,50.0,defect,96,224,384,528
003circle_2p5_1,50.0,defect,0,112,304,416
003circle_2p5_1,50.0,defect,128,112,384,416
003circle_2p5_1,50.0,defect,96,0,272,192
003circle_2p5_1,50.0,defect,208,0,384,80
003circle_2p5_1,50.0,defect,0,0,32,32
003circle_2p5_1,50.0,defect,288,0,384,192
003circle_2p5_1,50.0,defect,336,0,384,80
003circle_2p5_1,50.0,defect,368,0,384,48
003circle_2p5_1,50.0,defect,288,0,384,48
003circle_2p5_1,50.0,defect,336,0,384,32
003circle_2p5_1,50.0,defect,0,176,128,464
003circle_2p5_1,50.0,defect,80,16,384,320
003circle_2p5_1,50.0,defect,0,0,160,144
003circle_2p5_1,50.0,defect,0,304,48,352
003circle_2p5_1,50.0,defect,96,544,144,592
003circle_2p5_1,50.0,defect,80,576,176,592
003circle_2p5_1,50.0,defect,224,0,288,32
003circle_2p5_1,50.0,defect,0,352,48,400
003circle_2p5_1,50.0,defect,0,448,32,544
003circle_2p5_1,50.0,defect,352,288,384,352
003circle_2p5_1,50.0,defect,80,544,128,592
003circle_2p5_1,50.0,defect,0,32,32,96
003circle_2p5_1,50.0,defect,0,80,48,128
003circle_2p5_1,50.0,defect,112,560,176,592
003circle_2p5_1,50.0,defect,0,176,80,272
003circle_2p5_1,50.0,defect,272,560,336,592
003circle_2p5_1,50.0,defect,320,256,384,384
003circle_2p5_1,50.0,defect,0,272,32,336
003circle_2p5_1,50.0,defect,80,0,144,32
003circle_2p5_1,50.0,defect,32,0,96,32
003circle_2p5_1,50.0,defect,336,384,384,432
003circle_2p5_1,50.0,defect,0,320,32,416
003circle_2p5_1,50.0,defect,336,400,384,448
003circle_2p5_1,50.0,defect,0,480,48,528
003circle_2p5_1,50.0,defect,368,272,384,368
003circle_2p5_1,50.0,defect,48,496,144,592
003circle_2p5_1,50.0,defect,304,0,352,48
003circle_2p5_1,50.0,defect,0,32,64,160
003circle_2p5_1,50.0,defect,0,352,80,448
003circle_2p5_1,50.0,defect,352,352,384,416
003circle_2p5_1,50.0,defect,64,0,112,48
003circle_2p5_1,50.0,defect,336,448,384,496
003circle_2p5_1,50.0,defect,352,416,384,480
003circle_2p5_1,50.0,defect,112,0,160,48
003circle_2p5_1,50.0,defect,0,336,48,384
003circle_2p5_1,50.0,defect,0,512,48,560
003circle_2p5_1,50.0,defect,0,16,80,112
003circle_2p5_1,50.0,defect,96,0,192,32
003circle_2p5_1,50.0,defect,272,576,368,592
003circle_2p5_1,50.0,defect,304,544,352,592
003circle_2p5_1,50.0,defect,0,0,32,80
003circle_2p5_1,50.0,defect,0,368,192,544
003circle_2p5_1,50.0,defect,0,16,48,64
003circle_2p5_1,50.0,defect,368,352,384,448
003circle_2p5_1,50.0,defect,368,416,384,512
003circle_2p5_1,50.0,defect,0,64,48,112
003circle_2p5_1,50.0,defect,192,0,320,64
003circle_2p5_1,50.0,defect,0,448,80,544
003circle_2p5_1,50.0,defect,48,0,176,64
003circle_2p5_1,50.0,defect,32,544,208,592
003circle_2p5_1,50.0,defect,80,496,176,592
003circle_2p5_1,50.0,defect,320,336,384,464
003circle_2p5_1,50.0,defect,0,320,80,416
003circle_2p5_1,50.0,defect,0,224,48,272
003circle_2p5_1,50.0,defect,0,496,48,544
003circle_2p5_1,50.0,defect,320,544,368,592
004circle_2p5_0,50.0,defect,0,0,64,96
004circle_2p5_0,50.0,defect,48,0,224,192
004circle_2p5_0,50.0,defect,192,0,368,48
004circle_2p5_0,50.0,defect,352,544,384,592
004circle_2p5_0,50.0,defect,240,0,336,80
004circle_2p5_0,50.0,defect,0,128,192,304
004circle_2p5_0,50.0,defect,256,0,320,32
004circle_2p5_0,50.0,defect,0,0,304,80
004circle_2p5_0,50.0,defect,0,64,80,432
004circle_2p5_0,50.0,defect,0,368,192,544
004circle_2p5_0,50.0,defect,336,560,384,592
004circle_2p5_0,50.0,defect,128,0,304,192
004circle_2p5_0,50.0,defect,112,0,384,80
004circle_2p5_0,50.0,defect,0,544,32,592
004circle_2p5_0,50.0,defect,336,0,384,80
004circle_2p5_0,50.0,defect,0,576,48,592
004circle_2p5_0,50.0,defect,0,496,48,592
004circle_2p5_0,50.0,defect,368,0,384,48
004circle_2p5_0,50.0,defect,336,0,384,32
004circle_2p5_0,50.0,defect,288,0,384,48
004circle_2p5_0,50.0,defect,336,576,384,592
004circle_2p5_0,50.0,defect,368,544,384,592
004circle_2p5_0,50.0,defect,336,496,384,592
004circle_2p5_0,50.0,defect,288,544,384,592
004circle_2p5_0,50.0,defect,208,0,304,80
004circle_2p5_0,50.0,defect,288,64,384,432
004circle_2p5_0,50.0,defect,0,0,48,48
004circle_2p5_0,50.0,defect,64,0,192,64
004circle_2p5_0,50.0,defect,32,64,208,432
004circle_2p5_0,50.0,defect,304,0,352,48
004circle_2p5_0,50.0,defect,64,416,240,592
004circle_2p5_0,50.0,defect,208,160,384,336
004circle_2p5_0,50.0,defect,208,0,256,48
004circle_2p5_0,50.0,defect,128,208,304,576
004circle_2p5_0,50.0,defect,176,0,272,80
004circle_2p5_0,50.0,defect,0,560,48,592
004circle_2p5_0,50.0,defect,208,304,384,480
004circle_2p5_0,50.0,defect,0,496,352,592
004circle_2p5_0,50.0,defect,224,0,288,32
004circle_2p5_0,50.0,defect,0,304,192,480
004circle_2p5_0,50.0,defect,272,0,368,80
004circle_2p5_0,50.0,defect,288,0,336,48
004circle_2p5_0,50.0,defect,128,0,304,48
004circle_2p5_0,50.0,defect,288,224,384,592
004circle_2p5_0,50.0,defect,0,288,80,592
004circle_2p5_0,50.0,defect,0,544,80,592
004circle_2p5_0,50.0,defect,288,0,384,192
004circle_2p5_0,50.0,defect,0,144,288,448
004circle_2p5_0,50.0,defect,224,352,384,592
004circle_2p5_0,50.0,defect,128,144,384,448
004circle_2p5_0,50.0,defect,224,0,384,240
004circle_2p5_0,50.0,defect,48,0,352,256
004circle_2p5_0,50.0,defect,0,0,128,256
004circle_2p5_0,50.0,defect,80,416,384,592
004circle_2p5_0,50.0,defect,176,240,384,544
004circle_2p5_0,50.0,defect,0,240,272,544
004circle_2p5_0,50.0,defect,0,224,128,512
004circle_2p5_0,50.0,defect,0,0,32,32
004circle_2p5_0,50.0,defect,160,0,384,144
004circle_2p5_0,50.0,defect,0,448,144,592
004circle_2p5_0,50.0,defect,0,0,144,128
004circle_2p5_0,50.0,defect,0,0,80,192
004circle_2p5_0,50.0,defect,208,496,384,592
004circle_2p5_0,50.0,defect,288,416,384,592
004circle_2p5_0,50.0,defect,48,288,384,464
004circle_2p5_0,50.0,defect,96,0,144,48
004circle_2p5_0,50.0,defect,0,208,32,272
004circle_2p5_0,50.0,defect,352,208,384,272
004circle_2p5_0,50.0,defect,352,240,384,304
004circle_2p5_0,50.0,defect,0,80,256,256
004circle_2p5_0,50.0,defect,64,0,112,48
004circle_2p5_0,50.0,defect,144,544,192,592
004circle_2p5_0,50.0,defect,0,384,48,432
004circle_2p5_0,50.0,defect,0,432,48,480
004circle_2p5_0,50.0,defect,32,192,208,288
004circle_2p5_0,50.0,defect,0,352,32,448
004circle_2p5_0,50.0,defect,320,208,384,336
004circle_2p5_0,50.0,defect,0,304,48,480
004circle_2p5_0,50.0,defect,96,64,272,432
004circle_2p5_0,50.0,defect,368,192,384,288
004circle_2p5_0,50.0,defect,0,0,80,32
004circle_2p5_0,50.0,defect,0,240,48,288
004circle_2p5_0,50.0,defect,160,0,224,32
004circle_2p5_0,50.0,defect,368,224,384,320
004circle_2p5_0,50.0,defect,32,144,384,320
004circle_2p5_0,50.0,defect,0,448,48,496
004circle_2p5_0,50.0,defect,336,144,384,320
004circle_2p5_0,50.0,defect,0,480,80,576
004circle_2p5_0,50.0,defect,288,576,384,592
004circle_2p5_0,50.0,defect,0,192,48,240
004circle_2p5_0,50.0,defect,304,560,368,592
004circle_2p5_0,50.0,defect,0,432,80,528
004circle_2p5_0,50.0,defect,160,544,208,592
004circle_2p5_0,50.0,defect,80,144,176,320
004circle_2p5_0,50.0,defect,368,256,384,352
004circle_2p5_0,50.0,defect,352,512,384,576
004circle_2p5_0,50.0,defect,336,304,384,480
004circle_2p5_0,50.0,defect,0,400,48,448
004circle_2p5_0,50.0,defect,112,0,160,48
004circle_2p5_0,50.0,defect,48,0,144,80
004circle_2p5_0,50.0,defect,128,0,192,32
004circle_2p5_0,50.0,defect,80,0,128,48
004circle_2p5_0,50.0,defect,208,224,384,400
004circle_2p5_0,50.0,defect,352,0,384,48
004circle_2p5_0,50.0,defect,112,0,208,80
004circle_2p5_0,50.0,defect,0,176,80,272
004circle_2p5_0,50.0,defect,80,0,176,32
004circle_2p5_0,50.0,defect,0,0,176,48
004circle_2p5_0,50.0,defect,0,128,48,304
004circle_2p5_0,50.0,defect,0,0,96,64
004circle_2p5_0,50.0,defect,0,192,192,368
004circle_2p5_0,50.0,defect,0,416,32,512
004circle_2p5_0,50.0,defect,144,0,240,80
004circle_2p5_0,50.0,defect,48,0,144,32
004circle_2p5_0,50.0,defect,16,0,64,48
004circle_2p5_0,50.0,defect,0,208,80,304
004circle_2p5_0,50.0,defect,0,352,80,448
004circle_2p5_0,50.0,defect,0,368,48,544
004circle_2p5_0,50.0,defect,320,0,368,48
004circle_2p5_0,50.0,defect,192,0,240,48
004circle_2p5_0,50.0,defect,160,0,336,336
004circle_2p5_0,50.0,defect,0,400,80,496
004circle_2p5_1,50.0,defect,48,128,384,304
004circle_2p5_1,50.0,defect,224,0,384,48
004circle_2p5_1,50.0,defect,0,32,80,400
004circle_2p5_1,50.0,defect,64,0,240,192
004circle_2p5_1,50.0,defect,272,0,368,80
004circle_2p5_1,50.0,defect,208,160,384,336
004circle_2p5_1,50.0,defect,0,368,192,544
004circle_2p5_1,50.0,defect,208,0,304,80
004circle_2p5_1,50.0,defect,240,0,336,80
004circle_2p5_1,50.0,defect,272,0,336,32
004circle_2p5_1,50.0,defect,304,0,352,48
004circle_2p5_1,50.0,defect,0,80,192,256
004circle_2p5_1,50.0,defect,256,0,304,48
004circle_2p5_1,50.0,defect,352,544,384,592
004circle_2p5_1,50.0,defect,288,80,384,448
004circle_2p5_1,50.0,defect,0,544,32,592
004circle_2p5_1,50.0,defect,320,528,384,592
004circle_2p5_1,50.0,defect,0,416,80,592
004circle_2p5_1,50.0,defect,0,0,48,32
004circle_2p5_1,50.0,defect,0,0,64,64
004circle_2p5_1,50.0,defect,0,0,32,48
004circle_2p5_1,50.0,defect,176,0,352,192
004circle_2p5_1,50.0,defect,0,544,80,592
004circle_2p5_1,50.0,defect,0,576,48,592
004circle_2p5_1,50.0,defect,0,496,48,592
004circle_2p5_1,50.0,defect,128,0,384,80
004circle_2p5_1,50.0,defect,336,560,384,592
004circle_2p5_1,50.0,defect,224,0,320,32
004circle_2p5_1,50.0,defect,240,0,288,48
004circle_2p5_1,50.0,defect,0,128,64,256
004circle_2p5_1,50.0,defect,368,208,384,304
004circle_2p5_1,50.0,defect,192,0,288,32
004circle_2p5_1,50.0,defect,0,192,48,240
004circle_2p5_1,50.0,defect,96,0,272,352
004circle_2p5_1,50.0,defect,0,144,32,240
004circle_2p5_1,50.0,defect,144,192,320,560
004circle_2p5_1,50.0,defect,0,176,48,224
004circle_2p5_1,50.0,defect,352,224,384,288
004circle_2p5_1,50.0,defect,336,160,384,336
004circle_2p5_1,50.0,defect,0,560,48,592
004circle_2p5_1,50.0,defect,288,208,384,304
004circle_2p5_1,50.0,defect,64,352,384,528
004circle_2p5_1,50.0,defect,48,32,224,400
004circle_2p5_1,50.0,defect,0,0,320,80
004circle_2p5_1,50.0,defect,144,0,320,48
004circle_2p5_1,50.0,defect,352,0,384,48
004circle_2p5_1,50.0,defect,288,336,384,592
004circle_2p5_1,50.0,defect,0,144,192,320
004circle_2p5_1,50.0,defect,224,0,272,48
004circle_2p5_1,50.0,defect,336,576,384,592
004circle_2p5_1,50.0,defect,368,544,384,592
004circle_2p5_1,50.0,defect,176,368,384,592
004circle_2p5_1,50.0,defect,0,416,160,592
004circle_2p5_1,50.0,defect,0,352,304,592
004circle_2p5_1,50.0,defect,0,208,304,512
004circle_2p5_1,50.0,defect,80,0,384,256
004circle_2p5_1,50.0,defect,0,224,160,528
004circle_2p5_1,50.0,defect,224,224,384,544
004circle_2p5_1,50.0,defect,48,144,352,448
004circle_2p5_1,50.0,defect,368,0,384,48
004circle_2p5_1,50.0,defect,224,0,384,144
004circle_2p5_1,50.0,defect,288,0,384,192
004circle_2p5_1,50.0,defect,0,0,80,192
004circle_2p5_1,50.0,defect,208,496,384,592
004circle_2p5_1,50.0,defect,336,0,384,80
004circle_2p5_1,50.0,defect,336,0,384,32
004circle_2p5_1,50.0,defect,0,496,192,592
004circle_2p5_1,50.0,defect,0,128,128,416
004circle_2p5_1,50.0,defect,64,0,352,128
004circle_2p5_1,50.0,defect,176,96,384,400
004circle_2p5_1,50.0,defect,0,0,192,128
004circle_2p5_1,50.0,defect,32,0,208,48
004circle_2p5_1,50.0,defect,160,0,224,32
004circle_2p5_1,50.0,defect,336,512,384,560
004circle_2p5_1,50.0,defect,352,256,384,320
004circle_2p5_1,50.0,defect,288,240,384,336
004circle_2p5_1,50.0,defect,0,432,48,480
004circle_2p5_1,50.0,defect,48,0,144,80
004circle_2p5_1,50.0,defect,224,256,384,352
004circle_2p5_1,50.0,defect,192,0,240,48
004circle_2p5_1,50.0,defect,352,192,384,256
004circle_2p5_1,50.0,defect,0,400,32,496
004circle_2p5_1,50.0,defect,144,0,240,80
004circle_2p5_1,50.0,defect,80,0,176,32
004circle_2p5_1,50.0,defect,96,0,144,48
004circle_2p5_1,50.0,defect,0,208,80,576
004circle_2p5_1,50.0,defect,0,320,240,496
004circle_2p5_1,50.0,defect,0,384,64,512
004circle_2p5_1,50.0,defect,368,176,384,272
004circle_2p5_1,50.0,defect,368,240,384,336
004circle_2p5_1,50.0,defect,288,176,384,272
004circle_2p5_1,50.0,defect,64,0,128,32
004circle_2p5_1,50.0,defect,48,160,224,256
004circle_2p5_1,50.0,defect,112,240,384,416
004circle_2p5_1,50.0,defect,368,464,384,560
004circle_2p5_1,50.0,defect,0,96,80,192
004circle_2p5_1,50.0,defect,0,496,32,560
004circle_2p5_1,50.0,defect,0,144,48,320
004circle_2p5_1,50.0,defect,128,0,176,48
004circle_2p5_1,50.0,defect,208,0,256,48
004circle_2p5_1,50.0,defect,176,0,272,80
001circle_2p5_1,53.41,circle-0.5mm,48,160,352,464
003circle_2p5_1,81.08,circle-0.5mm,64,304,368,592
008circle_2p5_0,64.02,circle-1.5mm,112,144,416,448
010circle_2p5_1,80.3,line-0.5mm,64,176,368,464
013circle_2p5_1,79.51,circle-1.5mm,64,192,368,496
015circle_2p5_1,84.34,circle-0.5mm,80,160,384,464
016circle_2p5_0,73.72,circle-1.5mm,80,240,384,544
016circle_2p5_0,75.21,circle-2.5mm,80,240,400,560
016circle_2p5_1,63.5,circle-2.5mm,64,240,384,544
016circle_2p5_1,78.53,circle-1.5mm,64,240,368,544
017circle_2p5_0,85.57,circle-2.5mm,80,224,352,528
018circle_2p5_0,88.26,line-2.5mm,32,80,336,384
018circle_2p5_0,70.94,circle-2.5mm,32,96,336,400
